0.01	0.16107214442507875
0.02	0.3196087955796279
0.03	0.47563560448315945
0.04	0.6291780557046072
0.05	0.7802614571546461
0.06	0.928910950885636
0.07	1.0751515080709788
0.08	1.2190079180401698
0.09	1.360504834266147
0.1	1.4996667263945545
0.11	1.636517856698275
0.12	1.7710823653250933
0.13	1.90338420639856
0.14	2.0334471571301305
0.15	2.1612949067559244
0.16	2.286950917090233
0.17	2.410438466752617
0.18	2.5317805992023645
0.19	2.651000426995352
0.2	2.7681207127244383
0.21	2.8831641512543498
0.22	2.9961529835930834
0.23	3.107109861233568
0.24	3.2160566706559144
0.25	3.3230156172619316
0.26	3.4280083913269315
0.27	3.531056906661644
0.28	3.632182272390376
0.29	3.7314061666903435
0.3	3.828749794338374
0.31	3.9242341655699704
0.32	4.017880012372762
0.33	4.109708108847834
0.34	4.199739180761349
0.35	4.2879935453024896
0.36	4.374491539239042
0.37	4.459253375359428
0.38	4.542298390041303
0.39	4.62364731254491
0.4	4.7033189481564275
0.41	4.781333461871384
0.42	4.857709917240385
0.43	4.932467508986526
0.44	5.005625131001481
0.45	5.077202019340245
0.46	5.14721663438978
0.47	5.2156879367405296
0.48	5.282633692726267
0.49	5.348072882616004
0.5	5.412023752523934
0.51	5.4745032364215485
0.52	5.535530222968212
0.53	5.595122459861752
0.54	5.653296619975103
0.55	5.710071425004465
0.56	5.765463108254771
0.57	5.819488623613549
0.58	5.87216566949943
0.59	5.923511253721466
0.6	5.973541939481012
0.61	6.022273688273551
0.62	6.069723043252791
0.63	6.115907145205818
0.64	6.160841281115527
0.65	6.204542342974149
0.66	6.247025433283632
0.67	6.288306097742349
0.68	6.328400335543626
0.69	6.3673245973009065
0.7	6.40509195436998
0.71	6.441719851336049
0.72	6.47722247315618
0.73	6.511614328224801
0.74	6.5449102544630104
0.75	6.577125425043269
0.76	6.608275353903943
0.77	6.638371315767889
0.78	6.667431019658555
0.79	6.695467143127115
0.8	6.722492842412081
0.81	6.748523277711705
0.82	6.7735722449733275
0.83	6.79765175884844
0.84	6.820776726997091
0.85	6.842961835014722
0.86	6.86421655247799
0.87	6.884558074160053
0.88	6.903996871101227
0.89	6.9225460139509245
0.9	6.940219169287121
0.91	6.957028721321963
0.92	6.972987194185135
0.93	6.988107252612804
0.94	7.0024002943317125
0.95	7.015878019002126
0.96	7.028555089886432
0.97	7.040440075051175
0.98	7.051548416637063
0.99	7.0618874001470315
1.	7.071472328351367
1.01	7.080313932789914
1.02	7.088423011324102
1.03	7.0958096314063095
1.04	7.102486430039573
1.05	7.108464192287472
1.06	7.113752596950705
1.07	7.118363531304716
1.08	7.122308212056733
1.09	7.125597923502819
1.1	7.128239105041413
1.11	7.130246481727578
1.12	7.1316277427631025
1.13	7.132394873434549
1.14	7.132555116427018
1.15	7.132121911189864
1.16	7.131102858560483
1.17	7.129506695188199
1.18	7.12734507075397
1.19	7.124627109011418
1.2	7.121361951662765
1.21	7.1175587578080455
1.22	7.113226703293779
1.23	7.10837498005126
1.24	7.103012795354317
1.25	7.097149371058215
1.26	7.090793135282431
1.27	7.0839503333005895
